"full_name","html_url","clone_url","default_branch","description","matched_frameworks","stars","forks","language","topics","open_issues","size_kb","created_at","updated_at","pushed_at","license","lifetime_days","test_file_count","test_function_count","llm_test_count","clone_status","contributors","total_commits","commits_per_month"
"0verL1nk/PaperSage","https://github.com/0verL1nk/PaperSage","https://github.com/0verL1nk/PaperSage.git","main","📚 AI-powered research reading workbench. Project-based paper Q&A with Hybrid RAG, multi-agent workflows (ReAct/Plan-Act/RePlan), long-term memory, and traceable evidence. Built with LangChain + LangGraph + Streamlit.","langgraph, sage","35","9","Python","agent,ai,hybrid-rag,langchain,langgraph,llm,memory,multi-agent,rag,streamlit","8","37070","2024-11-24T15:07:13Z","2026-04-12T05:53:58Z","2026-04-14T00:04:38Z","MIT","505","89","389","0","ok","3","115","6.83"
"guoguo-tju/write_agent","https://github.com/guoguo-tju/write_agent","https://github.com/guoguo-tju/write_agent.git","main","AI writing assistant built with FastAPI, LangChain, LangGraph, RAG, and OpenAI-compatible APIs for style extraction, rewriting, review, and cover generation","langgraph","35","2","Python","ai-writing,fastapi,langchain,langgraph,python,rag,react","0","12887","2026-02-24T14:56:37Z","2026-04-17T13:56:59Z","2026-04-08T13:34:23Z","MIT","42","20","161","0","ok","2","45","32.14"
"hybroai/a2a-adapter","https://github.com/hybroai/a2a-adapter","https://github.com/hybroai/a2a-adapter.git","main","Open Source A2A Protocol Adapter SDK for Different Agent Frameworks","crewai","35","6","Python","a2a,a2a-agent,a2a-client,a2a-protocol,a2a-server,agent,ai,crewai,generative-ai,langchain,langgraph,ollama,openclaw,python","0","2007","2025-11-15T00:54:44Z","2026-04-18T00:14:28Z","2026-04-18T00:14:21Z","Apache-2.0","153","24","503","0","ok","3","151","29.61"
"vstorm-co/summarization-pydantic-ai","https://github.com/vstorm-co/summarization-pydantic-ai","https://github.com/vstorm-co/summarization-pydantic-ai.git","main","Context Management processor for Pydantic AI agents, providing LLM-powered summarization or zero-cost sliding window trimming to handle infinite/long-running conversations without context overflow. Supports flexible triggers, safe cutoffs, and custom prompts for efficient AI apps.","pydantic-ai","35","8","Python","ai-agents,anthropic,chatgpt,claude,context-engineering,deepagents,gemini,llm,pydantic-ai,python,vstorm","0","1284","2026-01-20T21:21:46Z","2026-04-17T09:58:18Z","2026-04-09T11:52:39Z","MIT","78","6","225","0","ok","2","50","19.23"
"aws/sagemaker-hyperpod-cli","https://github.com/aws/sagemaker-hyperpod-cli","https://github.com/aws/sagemaker-hyperpod-cli.git","main"," A CLI tool that helps manage training jobs on the SageMaker HyperPod clusters orchestrated by Amazon EKS","sage","35","81","Python","","33","4769","2024-08-13T22:33:13Z","2026-04-16T23:39:31Z","2026-04-16T23:49:35Z","Apache-2.0","611","85","1331","62","ok","61","283","13.9"
"langchain-ai/langchain-datastax","https://github.com/langchain-ai/langchain-datastax","https://github.com/langchain-ai/langchain-datastax.git","main","DataStax Astra DB integration with LangChain","langchain","33","14","Python","","17","1084","2024-02-29T01:35:46Z","2026-04-10T06:52:32Z","2026-04-16T03:07:58Z","MIT","777","20","148","0","ok","16","135","5.21"
"iason-solomos/Deb8flow","https://github.com/iason-solomos/Deb8flow","https://github.com/iason-solomos/Deb8flow.git","main","A Langgraph-based repository which runs a debate between debater agents","langgraph","33","5","Python","","0","1554","2025-04-05T13:11:06Z","2026-04-13T17:45:14Z","2025-05-16T13:35:16Z","MIT","41","4","4","0","ok","2","20","14.63"
"rocklambros/zerg","https://github.com/rocklambros/zerg","https://github.com/rocklambros/zerg.git","main","ZERG (Zero-Effort Rapid Growth): Secure and parallel Claude Code execution system. Overwhelm features with coordinated zergling swarms.","swarms","33","9","Python","ai-coding,anthropic,automation,claude,claude-code,cli,code-generation,developer-tools,llm,parallel-execution,python","27","26910","2026-01-26T04:44:52Z","2026-04-09T04:36:16Z","2026-03-30T13:45:11Z","MIT","63","258","4779","0","ok","6","558","265.71"
"googleapis/langchain-google-firestore-python","https://github.com/googleapis/langchain-google-firestore-python","https://github.com/googleapis/langchain-google-firestore-python.git","main","","langchain","32","18","Python","","30","296","2024-01-16T20:49:00Z","2026-04-17T02:09:10Z","2026-04-17T02:10:32Z","Apache-2.0","821","4","45","0","ok","15","112","4.09"
"langchain-ai/langchain-ibm","https://github.com/langchain-ai/langchain-ibm","https://github.com/langchain-ai/langchain-ibm.git","main","","langchain","31","31","Python","","13","5967","2024-07-08T16:43:42Z","2026-04-17T15:32:09Z","2026-04-17T15:32:07Z","MIT","647","27","329","0","ok","20","193","8.95"
"MervinPraison/PraisonAI-Tools","https://github.com/MervinPraison/PraisonAI-Tools","https://github.com/MervinPraison/PraisonAI-Tools.git","main","","praisonai","30","17","Python","","2","1457","2024-05-03T06:32:11Z","2026-04-17T09:47:26Z","2026-04-17T09:52:33Z","MIT","714","36","496","0","ok","6","89","3.74"
"langchain-ai/langchain-litellm","https://github.com/langchain-ai/langchain-litellm","https://github.com/langchain-ai/langchain-litellm.git","main","🦜🔗 LangChain interface to LiteLLM","langchain","29","16","Python","langchain,litellm","2","2242","2025-04-01T07:10:35Z","2026-04-16T10:51:23Z","2026-04-16T02:26:02Z","MIT","379","12","81","2","ok","16","125","9.89"
"cloudflare/langchain-cloudflare","https://github.com/cloudflare/langchain-cloudflare","https://github.com/cloudflare/langchain-cloudflare.git","main","LangChain integrations for Cloudflare","langchain","29","6","Python","","1","373","2025-04-07T16:12:06Z","2026-04-17T15:54:09Z","2026-04-17T00:26:23Z","MIT","374","12","161","18","ok","4","81","6.5"
"opendataloader-project/langchain-opendataloader-pdf","https://github.com/opendataloader-project/langchain-opendataloader-pdf","https://github.com/opendataloader-project/langchain-opendataloader-pdf.git","main","","langchain","29","3","Python","","1","2205","2025-09-16T04:32:47Z","2026-04-16T14:14:34Z","2026-04-16T04:28:18Z","Apache-2.0","211","4","126","0","ok","3","46","6.54"
"atwmarshall/dead-reckoning","https://github.com/atwmarshall/dead-reckoning","https://github.com/atwmarshall/dead-reckoning.git","main","Navigate any Python codebase via knowledge graph + resumable LangGraph agents, powered by SurrealDB","langgraph","29","5","Python","","3","6533","2026-03-06T23:41:05Z","2026-04-17T08:19:04Z","2026-04-16T18:46:05Z","MIT","40","2","40","0","ok","3","125","93.75"
"vstorm-co/subagents-pydantic-ai","https://github.com/vstorm-co/subagents-pydantic-ai","https://github.com/vstorm-co/subagents-pydantic-ai.git","main","Subagent Delegation framework for Pydantic AI, enabling nested subagents that can spawn their own specialists on-the-fly, with smart sync/async/auto mode selection, runtime agent creation, and clean multi-agent architecture. Adds specialization, parallel execution, and task cancellation.","pydantic-ai","29","12","Python","ai-agent-framework,aiagentsframework,anthropic,artificial-intelligence,chatgpt,claude-code,framework,genai,llm,mcp,open-source,openai,pydantic,pydantic-ai,python,subagents,vstorm","1","1146","2026-01-19T22:49:07Z","2026-04-18T04:33:10Z","2026-03-31T15:03:21Z","MIT","70","9","253","0","ok","3","58","24.86"
"pprados/langchain-googledrive","https://github.com/pprados/langchain-googledrive","https://github.com/pprados/langchain-googledrive.git","master","An external version of a pull request for langchain.","langchain","28","14","Python","","2","18025","2023-06-27T15:29:46Z","2026-04-15T02:58:33Z","2026-02-04T12:18:26Z","Apache-2.0","952","8","67","3","ok","7","68","2.14"
"hideya/langchain-mcp-tools-py","https://github.com/hideya/langchain-mcp-tools-py","https://github.com/hideya/langchain-mcp-tools-py.git","main","MCP to LangChain Tools Conversion Utility / Python","langchain","28","10","Python","langchain,langchain-python,mcp,mcp-client,modelcontextprotocol,pyhon,tool-call,tool-calling","2","1302","2025-01-14T01:31:46Z","2026-04-13T20:07:43Z","2026-03-30T00:42:35Z","MIT","439","1","6","0","ok","5","112","7.65"
"indexedlabs/pydantic-ai-gepa","https://github.com/indexedlabs/pydantic-ai-gepa","https://github.com/indexedlabs/pydantic-ai-gepa.git","main","GEPA extension for pydantic-ai","pydantic-ai","28","7","Python","","0","1479","2025-09-15T20:29:44Z","2026-04-02T00:45:56Z","2026-04-14T03:35:13Z","MIT","210","44","233","0","ok","2","233","33.29"
"kalibr-ai/kalibr-sdk-python","https://github.com/kalibr-ai/kalibr-sdk-python","https://github.com/kalibr-ai/kalibr-sdk-python.git","main","Stop overpaying to run your agents. Kalibr routes every request to lower-cost model and tool paths without degrading performance.","crewai","27","2","Python","adaptive-routing,agent-cost-optimization,agent-reliability,ai-agents,ai-infrastructure,ai-sdk,anthropic,cost-reduction,crewai,execution-path-routing,inference-cost,langchain,llm-cost,llm-routing,model-routing,multimodal-ai,openai,production-ai,python,thompson-sampling","0","672","2025-11-15T23:53:21Z","2026-04-13T15:10:54Z","2026-04-07T13:36:23Z","Apache-2.0","142","18","381","5","ok","9","174","36.76"
"jmanhype/claude-code-plugin-marketplace","https://github.com/jmanhype/claude-code-plugin-marketplace","https://github.com/jmanhype/claude-code-plugin-marketplace.git","main","Multi-agent trading, swarm intelligence, and GitHub automation plugins for Claude Code. 19 production-grade plugins built from 68+ specialized agents.","swarms","27","3","Python","","2","965","2025-10-12T03:43:04Z","2026-04-18T03:03:47Z","2026-04-18T03:03:42Z","MIT","187","19","42","0","ok","3","379","60.8"
"dkweiss31/qontrol","https://github.com/dkweiss31/qontrol","https://github.com/dkweiss31/qontrol.git","main","Quantum optimal control based on dynamiqs, diffrax and JAX","dynamiq","27","9","Python","","3","9106","2024-08-05T22:06:47Z","2026-04-10T08:11:22Z","2025-12-06T22:45:18Z","Apache-2.0","488","2","12","0","ok","3","148","9.1"
"langchain-ai/langchain-pinecone","https://github.com/langchain-ai/langchain-pinecone","https://github.com/langchain-ai/langchain-pinecone.git","main","Build LangChain applications with Pinecone","langchain","26","17","Python","","13","1948","2025-02-18T19:39:21Z","2026-04-10T06:51:19Z","2026-04-16T02:52:25Z","MIT","421","10","96","1","ok","11","58","4.13"
"ydb-platform/langchain-ydb","https://github.com/ydb-platform/langchain-ydb","https://github.com/ydb-platform/langchain-ydb.git","main","LangChain Integration package for YDB","langchain","26","4","Python","","8","598","2025-04-02T11:54:01Z","2026-03-26T15:37:28Z","2026-03-26T15:32:02Z","Apache-2.0","358","1","45","0","ok","4","68","5.7"
"Coral-Bricks-AI/coral-ai","https://github.com/Coral-Bricks-AI/coral-ai","https://github.com/Coral-Bricks-AI/coral-ai.git","main"," The memory layer for agentic AI. GPU-native embedding training, inference, and retrieval — built for agents that need to remember at scale. LlamaIndex, CrewAI, and framework integrations included.","crewai","26","1","Python","","1","133","2026-03-05T15:08:43Z","2026-04-14T18:17:33Z","2026-04-14T06:48:12Z","Apache-2.0","39","7","57","0","ok","3","29","22.31"
"the-omics-os/lobster","https://github.com/the-omics-os/lobster","https://github.com/the-omics-os/lobster.git","main","The self-evolving agentic framework for bioinformatics","langgraph","25","6","Python","agents,bioinformatics,langgraph,lobster,omics,proteomics,transcriptomics","0","23629","2025-08-13T03:19:01Z","2026-04-12T15:01:24Z","2026-03-27T17:23:20Z","NOASSERTION","226","386","7883","0","ok","2","681","90.4"
"yaalalabs/agent-kernel","https://github.com/yaalalabs/agent-kernel","https://github.com/yaalalabs/agent-kernel.git","develop","Multi-cloud, framwork-agnostic AI agent runtime for building, testing, and deploying production agents across OpenAI, CrewAI, LangGraph, and Google ADK. Deploy the same agent code to AWS or Azure with built-in session management, execution hooks, MCP/A2A support, guardrails, observability and fault tolerance.","crewai, openai-agents","25","10","Python","a2a,adk,ai-agents,aws,azure,cloud-native,crewai,enterprise,guardrails,langgraph,mcp,multi-cloud,observability,openai-agents,python,serverless,session-management,terraform","27","30296","2025-07-18T11:27:58Z","2026-04-17T15:29:19Z","2026-04-17T15:29:16Z","Apache-2.0","273","23","343","0","ok","12","303","33.3"
"The-Swarm-Corporation/AdvancedResearch","https://github.com/The-Swarm-Corporation/AdvancedResearch","https://github.com/The-Swarm-Corporation/AdvancedResearch.git","main","An open source and enterprise-grade implementation of the orchestrator-worker pattern from Anthropic's paper, ""How we built our multi-agent research system,"" using the swarms framework. ","swarms","25","5","Python","agents,ai,anthropic,claude,claude-sonnet,graphworkflow,graphworlflow,langchain,llms,multi-agent,swarms-agents,swarmsai","5","3304","2025-07-25T17:43:02Z","2026-03-16T12:19:59Z","2025-10-09T01:58:54Z","MIT","75","1","13","0","ok","3","69","27.6"
"swarm-ai-safety/swarm","https://github.com/swarm-ai-safety/swarm","https://github.com/swarm-ai-safety/swarm.git","main","SWARM: System-Wide Assessment of Risk in Multi-agent systems","swarms","25","4","Python","agi-safety,ai,ai-agent,ai-agents,ai-safety,alignment,clawxiv,emergent-behavior,governance,llm-agents,multi-agent-systems,openclaw,simulation","22","190201","2026-02-03T01:57:11Z","2026-04-09T03:11:47Z","2026-04-16T05:37:11Z","MIT","72","210","6131","8","ok","6","1580","658.33"
"lsp-client/LSAP","https://github.com/lsp-client/LSAP","https://github.com/lsp-client/LSAP.git","main","LSAP (Language Server Agent Protocol) is an open protocol that defines how AI coding agents interact with Language Servers","agent-protocol","25","1","Python","","4","684","2025-12-23T05:15:03Z","2026-04-15T06:22:33Z","2026-01-28T17:29:32Z","MIT","36","19","143","0","ok","2","46","38.33"
"Agentic-AI-Coach/AgenticAICoach","https://github.com/Agentic-AI-Coach/AgenticAICoach","https://github.com/Agentic-AI-Coach/AgenticAICoach.git","master","Developing Coaching Agents for AI Entrepreneurship","crewai, langchain","24","32","Python","agentic-ai,coaching,crewai,human-centered,langchain,llama-index,llm,responsible-ai","12","18780","2024-10-01T15:52:46Z","2026-04-12T17:31:29Z","2026-03-01T08:31:50Z","MIT","515","33","92","0","ok","18","137","7.98"
"aws-samples/sample-deep-research-bedrock-agentcore","https://github.com/aws-samples/sample-deep-research-bedrock-agentcore","https://github.com/aws-samples/sample-deep-research-bedrock-agentcore.git","main","Deep research agent using Amazon Bedrock, AgentCore, and LangGraph","langgraph","24","3","Python","agentcore,ai-agent,amazon-bedrock,deep-research,langgraph","2","4502","2025-11-05T05:49:18Z","2026-04-07T05:10:20Z","2026-04-15T21:01:06Z","MIT-0","161","2","7","1","ok","3","38","7.08"
"Insight-Services-APAC/ingenious","https://github.com/Insight-Services-APAC/ingenious","https://github.com/Insight-Services-APAC/ingenious.git","main","General-purpose Gen AI Accelerator developed for Insight APAC projects","autogen","24","13","Python","agent,autogen,azure,fastapi","0","38615","2024-10-14T03:31:01Z","2026-03-23T05:25:29Z","2026-01-13T03:14:48Z","MIT","455","148","1343","0","ok","15","1551","102.26"
"stephenlzc/AI-Agent-Debate_Autogen_Turtorial","https://github.com/stephenlzc/AI-Agent-Debate_Autogen_Turtorial","https://github.com/stephenlzc/AI-Agent-Debate_Autogen_Turtorial.git","main","🤖 基于AutoGen的AI辩论系统 | 🗣️ 支持中文交互 | 🔄 多智能体协作 | 📝 自动记录辩论过程  🤖 AI Debate System based on AutoGen | 🗣️ Chinese Interaction | 🔄 Multi-Agent Collaboration | 📝 Auto Debate Recording","autogen","24","2","Python","ai-agents,autogen,chatgpt,chinese-nlp,debate,multi-agent-system,multi-agent-system-project","0","1554","2024-10-30T02:21:24Z","2026-03-25T01:26:02Z","2026-03-04T13:17:28Z","","490","5","9","0","ok","6","52","3.18"
"axsaucedo/pydantic-ai-server","https://github.com/axsaucedo/pydantic-ai-server","https://github.com/axsaucedo/pydantic-ai-server.git","main","Pydantic AI Server with support for A2A, autonomous runs, async execution, completions API, opentracing and kubernetes scaling 🤠","pydantic-ai","24","1","Python","","0","878","2026-02-26T06:43:52Z","2026-04-14T07:26:40Z","2026-04-14T07:26:35Z","","47","9","203","0","ok","2","66","42.13"
"googleapis/langchain-google-cloud-sql-mysql-python","https://github.com/googleapis/langchain-google-cloud-sql-mysql-python","https://github.com/googleapis/langchain-google-cloud-sql-mysql-python.git","main","","langchain","23","9","Python","","29","403","2024-01-16T20:46:02Z","2026-03-18T11:55:13Z","2026-03-30T16:56:34Z","Apache-2.0","803","9","57","10","ok","13","92","3.44"
"Open-Probe/Open-Probe","https://github.com/Open-Probe/Open-Probe","https://github.com/Open-Probe/Open-Probe.git","main","OpenProbe is an advanced agent-based search system that performs deep web searches to answer complex questions. It uses a graph-based approach with LangGraph to orchestrate different components and deliver comprehensive answers.","langgraph","23","2","Python","agents,langchain,langgraph","1","61671","2025-05-02T15:47:36Z","2026-03-03T15:03:22Z","2025-10-21T19:30:38Z","MIT","172","1","0","0","ok","3","56","9.77"
"ESA-VirES/VirES-Python-Client","https://github.com/ESA-VirES/VirES-Python-Client","https://github.com/ESA-VirES/VirES-Python-Client.git","master","viresclient is a Python package for easy access to Swarm & Aeolus products as xarray.Dataset","swarms","23","1","Python","","9","837","2018-06-20T13:07:28Z","2026-03-16T15:43:30Z","2026-04-02T16:29:44Z","MIT","2843","2","9","0","ok","3","409","4.32"
"vanja-emichi/bmad_method","https://github.com/vanja-emichi/bmad_method","https://github.com/vanja-emichi/bmad_method.git","main","BMAD Method Framework for Agent Zero","agent-zero","23","0","Python","","2","3347","2026-03-08T04:50:08Z","2026-04-15T16:12:11Z","2026-04-11T00:04:49Z","NOASSERTION","33","3","44","0","ok","7","77","70.0"
"tavily-ai/langchain-tavily","https://github.com/tavily-ai/langchain-tavily","https://github.com/tavily-ai/langchain-tavily.git","main","","langchain","22","15","Python","","2","349","2025-03-17T16:46:35Z","2026-04-16T15:20:49Z","2026-04-16T15:20:46Z","MIT","394","12","3","0","ok","13","182","13.86"
"a-klos/langchain-ocr","https://github.com/a-klos/langchain-ocr","https://github.com/a-klos/langchain-ocr.git","main","Use any vision LLMs to perform OCR using LangChain ","langchain","22","3","Python","","1","3350","2025-03-15T09:27:20Z","2026-03-31T19:17:22Z","2025-07-29T11:29:38Z","MIT","136","2","16","0","ok","3","24","5.29"
"mochow13/pydantic-ai-litellm","https://github.com/mochow13/pydantic-ai-litellm","https://github.com/mochow13/pydantic-ai-litellm.git","main","LiteLLM model integration for Pydantic AI framework - access 100+ LLM providers through a unified interface","pydantic-ai","22","3","Python","","1","433","2025-08-13T17:17:08Z","2026-04-17T23:19:34Z","2026-04-15T23:26:30Z","MIT","245","2","11","0","ok","2","23","2.82"
"capstone-insper/drone-swarm-search-algorithms","https://github.com/capstone-insper/drone-swarm-search-algorithms","https://github.com/capstone-insper/drone-swarm-search-algorithms.git","main","Algorithms to solve the DSSE environment, focusing on optimizing drone swarm search and navigation for critical applications. ","swarms","22","2","Python","ai,deep-learning,deep-reinforcement-learning,greedy-algorithm,multiagent-reinforcement-learning,python3,pytorch,rl","3","56911","2023-05-21T18:40:17Z","2026-02-26T22:18:53Z","2025-05-15T18:51:55Z","MIT","725","5","0","0","ok","8","77","3.19"
"aws/sagemaker-core","https://github.com/aws/sagemaker-core","https://github.com/aws/sagemaker-core.git","main","","sage","22","23","Python","","58","6695","2024-05-30T18:09:54Z","2026-04-14T21:37:53Z","2026-04-14T21:37:46Z","Apache-2.0","684","10","67","0","ok","20","419","18.38"
"pollinations/search.elixpo","https://github.com/pollinations/search.elixpo","https://github.com/pollinations/search.elixpo.git","main","Research Based Project on Crawlers and Rankers with a LLM Supported Native Search Engine ","langgraph","21","6","Python","cloud-computing,docker,langchain,langgraph,python","0","100457","2025-06-05T06:50:05Z","2026-04-16T09:07:59Z","2026-04-16T09:07:55Z","CC0-1.0","315","15","19","0","ok","10","1264","120.38"
"craigm26/OpenCastor","https://github.com/craigm26/OpenCastor","https://github.com/craigm26/OpenCastor.git","main","Open-source AI robotics framework — tiered brain, 8 AI providers, multi-robot swarm, self-improving loop","swarms","21","4","Python","ai,hailo,machine-learning,oak-d,python,raspberry-pi,robot,robotics,self-improving,swarm-robotics","1","11839","2026-02-16T16:19:00Z","2026-04-18T04:24:18Z","2026-04-18T04:24:13Z","Apache-2.0","60","440","8504","1","ok","5","1137","568.5"
"aloware/livekit-plugins-dtln","https://github.com/aloware/livekit-plugins-dtln","https://github.com/aloware/livekit-plugins-dtln.git","main","Self-hosted DTLN noise suppression plugin for LiveKit Agents — no cloud API, no per-minute fees","livekit-agents","21","9","Python","","0","9249","2026-03-06T02:11:30Z","2026-04-16T14:47:12Z","2026-04-16T14:48:25Z","MIT","41","1","2","0","ok","3","32","23.41"
"cheshire-cat-ai/api-client-py","https://github.com/cheshire-cat-ai/api-client-py","https://github.com/cheshire-cat-ai/api-client-py.git","main","API Client to communicate with the Cheshire Cat AI ","cheshire-cat","21","11","Python","api-client,cheshire-cat,llm,openapi-generator,pip,pydantic-models,pypi-package,python,pythonpackage","0","1081","2023-07-28T12:08:31Z","2026-01-27T21:59:32Z","2025-09-09T15:02:27Z","","774","16","37","0","ok","6","120","4.65"
"SolaceLabs/solace-agent-mesh-core-plugins","https://github.com/SolaceLabs/solace-agent-mesh-core-plugins","https://github.com/SolaceLabs/solace-agent-mesh-core-plugins.git","main","","solace-agent-mesh","21","10","Python","","13","2646","2025-02-26T15:52:40Z","2026-04-10T13:04:45Z","2026-04-13T17:47:46Z","Apache-2.0","411","43","519","0","ok","25","455","33.21"
"Shuyib/tool_calling_api","https://github.com/Shuyib/tool_calling_api","https://github.com/Shuyib/tool_calling_api.git","main","This project demonstrates function-calling with Python and Ollama, utilizing the Africa's Talking API to send airtime and messages to phone numbers using natural language prompts. Ollama + LLM w/ functions + Natural language = User Interface for non-coders.","autogen","20","11","Python","africastalking-api,ai-safety-design,api,artificial-intelligence,autogen,automation,communication,function-calling,generative-ai,gradio,groq-api,llama3,llms,makefile,messaging,natural-language-preprocessing,non-coders,ollama,python,qwen3","7","820","2024-09-18T08:18:19Z","2026-04-10T06:33:54Z","2026-04-13T23:55:24Z","Apache-2.0","572","3","60","0","ok","3","260","13.64"
"meth04/vn_stock_rag","https://github.com/meth04/vn_stock_rag","https://github.com/meth04/vn_stock_rag.git","main","Hệ thống phân tích chứng khoán Việt Nam chuyên sâu sử dụng kiến trúc Multi-Agent RAG với CrewAI và Google Gemini.","crewai","20","6","Python","agentic-ai,agentic-rag,crewai,gemini,rag,rag-chatbot,stock-analysis,vn-stock,vn-stock-ai","0","92061","2025-09-25T05:06:11Z","2026-04-16T00:07:32Z","2026-03-28T14:25:39Z","NOASSERTION","184","6","0","0","ok","2","31","5.05"
"madeinplutofabio/pic-standard","https://github.com/madeinplutofabio/pic-standard","https://github.com/madeinplutofabio/pic-standard.git","main","Open standard for Provenance & Intent Contracts (PIC) in AI agents. Verify intent, provenance, and evidence before high-impact tool calls.","crewai","20","5","Python","action-proposals,agentic-ai,agents,ai,artificial-intelligence,causal-gap,cli,crewai,firewall,langgraph,llm,mcp,model-context-protocol,openprotocol,opensource,pic-standard,prompt-injection,provenance,python,security","14","1239","2026-01-08T17:27:41Z","2026-04-16T07:02:44Z","2026-04-14T13:32:49Z","Apache-2.0","95","20","143","0","ok","3","81","25.58"
"youware-labs/pai-agent-sdk","https://github.com/youware-labs/pai-agent-sdk","https://github.com/youware-labs/pai-agent-sdk.git","main","Application framework for building AI agents with Pydantic AI. Used to build the next-generation agent system of YouWare.","pydantic-ai","20","3","Python","","9","1531","2026-01-13T10:23:45Z","2026-04-12T13:42:28Z","2026-04-13T16:30:55Z","BSD-3-Clause","90","83","1208","0","ok","2","144","48.0"
"najeed/ai-agent-eval-harness","https://github.com/najeed/ai-agent-eval-harness","https://github.com/najeed/ai-agent-eval-harness.git","main","The open-source MultiAgentOps evaluation and verification harness for any industry business workflow.","agentops","20","4","Python","agent-debugging,agent-observability,agent-testing,agent-verification,agentops,ai-agent-tools,ai-agents,ai-agents-framework,ai-reliability,benchmarking,business-workflow-automation,data-science,evaluation-harness,generative-ai,industries,llm,llm-tools,multi-agent-systems,open-source,python","16","33136","2025-07-13T12:40:54Z","2026-04-17T17:26:25Z","2026-04-16T05:22:44Z","Apache-2.0","276","110","638","0","ok","3","252","27.39"
"emcie-co/parlant-qna","https://github.com/emcie-co/parlant-qna","https://github.com/emcie-co/parlant-qna.git","main","A Managed Questions & Answers Tool Service for Parlant","parlant","20","7","Python","","2","2252","2024-12-10T13:00:34Z","2026-04-11T19:23:55Z","2025-09-14T06:59:34Z","Apache-2.0","277","3","5","0","ok","2","33","3.57"
"awslabs/agentcore-rl-toolkit","https://github.com/awslabs/agentcore-rl-toolkit","https://github.com/awslabs/agentcore-rl-toolkit.git","main","Toolkit for Seamlessly Enabling RL Training on Any Agent with Bedrock AgentCore.","any-agent","20","3","Python","","7","508","2025-12-09T22:42:41Z","2026-04-14T17:40:51Z","2026-04-14T17:40:46Z","Apache-2.0","125","4","70","0","ok","5","44","10.56"
"langchain-ai/langchain-unstructured","https://github.com/langchain-ai/langchain-unstructured","https://github.com/langchain-ai/langchain-unstructured.git","main","","langchain","19","13","Python","","7","5049","2024-09-26T22:04:11Z","2026-04-16T06:36:12Z","2026-04-16T22:24:42Z","MIT","567","4","20","0","ok","8","49","2.59"
"SAP/langchain-integration-for-sap-hana-cloud","https://github.com/SAP/langchain-integration-for-sap-hana-cloud","https://github.com/SAP/langchain-integration-for-sap-hana-cloud.git","main","Integrates LangChain with SAP HANA Cloud to make use of vector search, knowledge graph, and further in-database capabilities as part of LLM-driven applications.","langchain","18","9","Python","hana,langchain,sap,sap-hana-cloud","3","532","2025-01-10T16:58:38Z","2026-04-17T12:23:58Z","2026-04-17T12:24:16Z","Apache-2.0","461","9","103","0","ok","12","120","7.81"
"pymupdf/langchain-pymupdf4llm","https://github.com/pymupdf/langchain-pymupdf4llm","https://github.com/pymupdf/langchain-pymupdf4llm.git","main","An integration package connecting PyMuPDF4LLM to LangChain","langchain","18","3","Python","langchain,langchain-python,pymupdf4llm","3","2074","2025-02-18T05:07:30Z","2026-04-17T11:49:50Z","2026-03-23T19:31:31Z","AGPL-3.0","398","2","10","0","ok","2","61","4.6"
"ilkersigirci/langgraph-openai-serve","https://github.com/ilkersigirci/langgraph-openai-serve","https://github.com/ilkersigirci/langgraph-openai-serve.git","main","Openai Compatible Langgraph Server","langgraph","18","3","Python","","1","1861","2025-04-16T19:51:40Z","2026-04-07T07:10:26Z","2026-04-13T19:36:45Z","MIT","361","1","7","0","ok","3","34","2.83"
"zyndai/zyndai-agent","https://github.com/zyndai/zyndai-agent","https://github.com/zyndai/zyndai-agent.git","main","Langchain and Autogen wrapper to allow agents to communicated and get Identity on Zynd AI","autogen","18","2","Python","","1","1159","2025-03-29T18:11:32Z","2026-04-15T13:55:28Z","2026-04-17T11:03:57Z","","383","13","248","0","ok","4","116","9.09"
"guaardvark/guaardvark","https://github.com/guaardvark/guaardvark","https://github.com/guaardvark/guaardvark.git","main","The self-hosted AI workstation. Autonomous screen agents, 3-tier neural routing, parallel agent swarms, video generation, 4K/8K upscaling, RAG, voice interface, 57-tool execution engine — all running locally on your hardware.","swarms","18","14","Python","ai,ai-agents,ai-workstation,comfyui,flask,gemma,image-upscaling,llm,local-ai,multi-agent,ollama,python,rag,react,react-agent,screen-automation,self-hosted,stable-diffusion,video-generation,vision-model","7","45939","2026-03-11T04:47:45Z","2026-04-17T02:36:53Z","2026-04-14T19:28:39Z","MIT","34","127","890","7","ok","4","332","292.94"
"ScrapeGraphAI/langchain-scrapegraph","https://github.com/ScrapeGraphAI/langchain-scrapegraph","https://github.com/ScrapeGraphAI/langchain-scrapegraph.git","main","ScrapeGraph client langchain integration","langchain","17","2","Python","langchain,langchain-tool,langchain-tools,scraping,scraping-api","1","133","2024-12-04T13:12:04Z","2025-09-17T13:56:37Z","2026-04-01T14:30:09Z","MIT","483","2","7","0","ok","4","57","3.54"
"sdsc-ordes/kg-llm-interface","https://github.com/sdsc-ordes/kg-llm-interface","https://github.com/sdsc-ordes/kg-llm-interface.git","main","Langchain-powered natural language interface to knowledge-graphs.","langchain","17","2","Python","k8s,knowledge-graph,llm,question-answering,rest-api","11","1292","2023-04-19T11:42:31Z","2025-11-03T14:40:28Z","2025-11-03T14:40:23Z","Apache-2.0","929","2","3","0","ok","9","213","6.88"
