"full_name","clone_slug","matched_frameworks","stars","size_kb","contributors","pushed_at","description","real_ai_app","analyzed_scope","processed","clone_failed","llm_calls","llm_calls_raw","fp_dropped_calls","invokers_direct","invokers_transitive","nd_tests","nd_tests_direct","nd_tests_transitive","eval_calls","total_functions","pct_functions_direct","cg_source","graph_usable","graph_excluded_files","graph_coverage_pct","slice_status","slice_error","frameworks_imported","framework_suspect","framework_evidence","zero_invoker","zero_invoker_reason","imports_matched_fw","py_files","ipynb_files","test_files","http_llm_files","cli_llm_files","in_scope","notes"
"femto/minion","femto_minion","mem0, smolagents","145","4024","4","2026-03-15","👷‍♂️High performance agent framework that can do everything. Minion is designed to execute any type of queries, offering a variety of features that demonstrate its flexibility and intelligence.","1","1","1","0","7","7","0","7","5","0","0","0","0","1594","0.44","pyan","True","0","116.6","ok","","openai, mem0, smolagents, anthropic, litellm","0","","0","","","","","","","","",""
"apache/airflow","apache_airflow","langchain, langchain_text_splitters","45969","649162","4464","2026-06-29","Apache Airflow - A platform to programmatically author, schedule, and monitor workflows","1","1","1","0","21","21","0","20","0","4","4","0","0","57029","0.04","none","False","2","0.0","ok","","pydantic_ai, vertexai, langchain_core, openai, langchain, cohere, langchain_community, anthropic","0","","0","","","","","","","","",""
"shibing624/agentica","shibing624_agentica","langchain","320","14820","5","2026-06-29","Agentica: Lightweight async-first Python framework for AI agents. 轻量级异步优先的AI Agent框架，支持工具调用、RAG、多智能体和MCP。","1","1","1","0","14","14","0","11","75","63","0","63","0","7548","0.15","pyan_resilient","True","1","117.8","ok","","openai, anthropic, litellm, ollama, zhipuai, langchain_core, cohere, langchain_openai, langchain_community","0","","0","","","","","","","","",""
"shellphish/artiphishell","shellphish_artiphishell","langchain_anthropic, langchain_core, langchain_openai","138","358611","2","2025-08-27","","1","1","1","0","20","20","0","19","0","4","4","0","0","8666","0.22","none","False","0","0.0","ok","","openlit, langchain_core, langchain, litellm, langchain_openai, openai, langchain_anthropic, langchain_community, langchain_google_genai, together, langchain_together, anthropic, cohere, groq, mistralai","0","","0","","","","","","","","",""
"NJUxlj/Travel-Agent-based-on-Qwen2-RLHF","NJUxlj_Travel-Agent-based-on-Qwen2-RLHF","agent_framework","80","151845","2","2026-04-16","A travel agent based on Qwen2.5, fine-tuned by SFT + DPO/PPO/GRPO using traveling question-answer dataset, a mindmap can be output using the response. A RAG system is build upon the tuned qwen2, using","1","1","1","0","14","14","0","13","22","0","0","0","0","570","2.28","pyan","True","0","88.9","ok","","langchain_core, openai, langchain, langchain_community, agent_framework, zhipuai, langchain_openai, agents, langchain_huggingface, anthropic","0","","0","","","","","","","","",""
"marcgs/lob-agent-evaluation","marcgs_lob-agent-evaluation","agent_framework","14","4823","4","2025-10-24","Showcase of a line-of-business agent with evaluation framework","1","1","1","0","5","5","0","4","9","8","0","8","0","128","3.12","pyan","True","0","123.4","ok","","agent_framework","0","","0","","","","","","","","",""
"mcasalaina/QuestionnaireAgent_v3","mcasalaina_QuestionnaireAgent_v3","agent_framework","10","1610","2","2026-03-27","","1","1","1","0","8","8","0","8","167","47","1","46","0","680","1.18","pyan","True","0","96.8","ok","","agent_framework, agents","0","","0","","","","","","","","",""
"neo4j-labs/agent-memory","neo4j-labs_agent-memory","agent_framework, pydantic_ai","349","15817","10","2026-06-09","A graph-native memory system for AI agents and context graphs. Store conversations, build knowledge graphs, and let your agents learn from their own reasoning — all backed by Neo4j.","1","1","1","0","8","8","0","8","65","32","0","32","0","4808","0.17","pyan","True","0","112.1","ok","","pydantic_ai, agent_framework, openai, crewai, vertexai, langchain_core, opik, langchain_openai, langchain_anthropic, anthropic, litellm","0","","0","","","","","","","","",""
"microsoft/promptflow","microsoft_promptflow","agent_framework, agent_framework_azure_ai_search, agent_framework_devui, langchain","11166","173721","108","2026-06-18","Build high-quality LLM apps - from prototyping, testing to production deployment and monitoring.","1","1","1","0","109","109","0","103","2824","1109","2","1107","0","10928","0.94","pyan_resilient","True","1","94.8","ok","","openai, agent_framework, langchain, langchain_community, langchain_core","0","","0","","","","","","","","",""
"Azure/contentflow","Azure_contentflow","agent_framework","20","22088","3","2026-04-21","Transform Content Into Connected Knowledge","1","1","1","0","19","19","0","19","99","0","0","0","0","976","1.95","pyan","True","0","128.8","ok","","agent_framework, openai","0","","0","","","","","","","","",""
"PlagueHO/microsoft-foundry-jumpstart","PlagueHO_microsoft-foundry-jumpstart","agent_framework, agent_framework_redis","11","6415","3","2026-05-29","A fast way to set up an Azure AI Foundry environment with zero-trust network support to begin securely building with AI, Agents and more in Azure.","1","1","1","0","20","20","0","13","19","4","0","4","0","856","1.52","pyan","True","0","77.2","ok","","agent_framework, openai, semantic_kernel","0","","0","","","","","","","","",""
"AzulClaw/AzulClaw-Core","AzulClaw_AzulClaw-Core","agent_framework","13","5149","2","2026-06-15","Secure hybrid AI assistant brain reinvented from OpenClaw, combining Microsoft Agent Framework + Azure OpenAI with zero-trust MCP sandboxed desktop tools.","1","1","1","0","9","11","2","10","538","199","0","199","0","1355","0.74","pyan_resilient","True","2","98.4","ok","","agent_framework, openai","0","","0","","","","","","","","",""
"Azure/multi-agent-doc-research","Azure_multi-agent-doc-research","agent_framework, graphrag, semantic_kernel","12","119372","2","2026-02-06","custom document research through multi-agents","1","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","not_processed","","agent_framework, semantic_kernel, langchain, openai, graphrag","0","","1","clone_failed","agent_framework, graphrag, semantic_kernel","59","7","10","3","0","",""
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit","agent_framework, agentops, autogen_ext, haystack, pydantic_ai, smolagents","4547","41169","116","2026-06-29","AI Agent Governance Toolkit — Policy enforcement, zero-trust identity, execution sandboxing, and reliability engineering for autonomous AI agents. Covers 10/10 OWASP Agentic Top 10.","1","1","1","0","54","54","0","52","0","24","24","0","0","25983","0.2","none","False","5","0.0","ok","","openai, agents, crewai, langchain_core, langchain, anthropic, autogen_core, semantic_kernel, litellm, langgraph, agent_framework, haystack, autogen_agentchat, langchain_community, swarm, mistralai, pydantic_ai, smolagents, autogen_ext, langchain_openai","0","","0","","","","","","","","",""
"Azure/gpt-rag-orchestrator","Azure_gpt-rag-orchestrator","agent_framework","94","3714","21","2026-06-29","The GPT-RAG Orchestrator service is an agentic orchestration layer built on Microsoft Foundry Agent Service and the Microsoft Agent framework. It enables agent-based RAG workflows by coordinating mult","1","1","1","0","21","21","0","13","52","35","0","35","0","1282","1.01","pyan","True","0","102.3","ok","","agent_framework, openai","0","","0","","","","","","","","",""
"rhesis-ai/rhesis","rhesis-ai_rhesis","agent_framework, agent_framework_openai, agent_framework_orchestrations, clai, deepteam","373","105879","27","2026-06-29","The testing platform for AI teams. Bring engineers, PMs, and domain experts together to generate tests, simulate (adversarial) conversations, and trace every failure to its root cause.","1","1","1","0","72","74","2","61","100","59","21","38","16","15492","0.39","pyan","True","0","115.7","ok","","langchain_core, agent_framework, haystack, langgraph, langchain_google_genai, litellm, pydantic_ai, deepeval, ragas, langchain, crewai, anthropic, openai, autogen","0","","0","","","","","","","","",""
"agentscope-ai/agentscope-runtime","agentscope-ai_agentscope-runtime","agent_framework, langgraph","828","98809","38","2026-06-04","A production-ready runtime framework for agent apps with secure tool sandboxing, Agent-as-a-Service APIs, scalable deployment, full-stack observability, and broad framework compatibility.","1","1","1","0","20","20","0","15","4","2","2","0","0","2665","0.56","pyan","True","0","119.1","ok","","dashscope, openai, langchain_core, langgraph, langchain, langchain_openai, agno, agent_framework, autogen_core, autogen_ext, autogen_agentchat","1","owner_matches=agent_framework","0","","","","","","","","",""
"oracle/agent-spec","oracle_agent-spec","agent_framework, autogen_agentchat, autogen_core, autogen_ext, crewai, langchain_ollama","380","17626","26","2026-06-28","Open Agent Spec (Agent Spec) is a framework-agnostic declarative language for defining agentic systems. It defines building blocks for standalone agents and structured agentic workflows as well as com","1","1","1","0","113","116","3","84","13","64","54","10","0","2316","3.63","pyan","True","0","140.5","ok","","crewai, langgraph, langchain_core, langchain_openai, agents, autogen_agentchat, autogen_ext, langchain, autogen_core, agent_framework, langchain_ollama, openai, langchain_community, litellm","0","","0","","","","","","","","",""
"pratikxpanda/agentskills-sdk","pratikxpanda_agentskills-sdk","agent_framework","20","1159","3","2026-06-22","A Python SDK for discovering, retrieving, and serving Agent Skills to LLM agents - with providers for filesystem and HTTP, and integrations for LangChain, Microsoft Agent Framework, and MCP.","1","1","1","0","12","12","0","12","0","0","0","0","0","1153","1.04","pyan","True","0","116.6","ok","","agent_framework, langchain_core, langchain_openai, langchain","0","","0","","","","","","","","",""
"Arindam200/awesome-ai-apps","Arindam200_awesome-ai-apps","agent_framework, agno, crewai, crewai_tools","12971","473875","28","2026-06-28","A collection of projects showcasing RAG, agents, workflows, and other AI use cases","1","1","1","0","138","141","3","117","165","34","0","34","1","2082","5.62","pyan_resilient","True","1","105.9","ok","","openai, agno, langchain_core, agents, langchain_openai, langgraph, agent_framework, livekit, crewai, langchain, langchain_community, anthropic, pydantic_ai, together, autogen, litellm, ragas, phoenix, agentops, langchain_google_genai, autogen_ext, autogen_core, autogen_agentchat, camel, dspy, semantic_kernel, smolagents","0","","0","","","","","","","","",""
"Rishabh-Bajpai/Chanakya-Local-Friend","Rishabh-Bajpai_Chanakya-Local-Friend","agent_framework, agent_framework_a2a, agent_framework_orchestrations","213","6236","5","2026-06-25","Chanakya is an advanced, open-source, and self-hostable voice assistant designed for privacy, power, and flexibility. It leverages local AI/ML models to ensure your data stays with you. It Integrates ","1","1","1","0","24","31","7","24","382","175","0","175","0","1709","1.4","pyan_resilient","True","1","117.8","ok","","agent_framework, openai","0","","0","","","","","","","","",""
"microsoft/spec-to-agents","microsoft_spec-to-agents","agent_framework","111","2592","8","2026-06-12","A multi-agent event planning workflow built with Microsoft Agent Framework - combining Semantic Kernel's enterprise orchestration with AutoGen's multi-agent patterns.","1","1","1","0","5","5","0","5","37","27","2","25","0","106","4.72","pyan","True","0","109.4","ok","","agent_framework","0","","0","","","","","","","","",""
"Azure-Samples/Prism-Transform-Data-into-Queryable-Knowledge","Azure-Samples_Prism-Transform-Data-into-Queryable-Knowledge","agent_framework","13","45011","3","2026-04-21","AI document intelligence with agentic retrieval and workflow orchestration. Extract, search, and answer at scale.","1","1","1","0","2","2","0","2","12","0","0","0","0","352","0.57","pyan","True","0","102.0","ok","","agent_framework, langchain_core, openai","0","","0","","","","","","","","",""
"microsoft/Multi-Agent-Custom-Automation-Engine-Solution-Accelerator","microsoft_Multi-Agent-Custom-Automation-Engine-Solution-Accelerator","agent_framework, agent_framework_orchestrations","849","33043","57","2026-06-29","The Multi-Agent Custom Automation Engine Solution Accelerator is an AI-driven system that manages a group of AI agents to accomplish tasks based on user input. Powered by Microsoft Agent Framework, Az","1","1","1","0","4","4","0","3","39","30","0","30","0","1452","0.21","pyan_resilient","True","2","102.8","ok","","agent_framework, agents","0","","0","","","","","","","","",""
"neo4j-labs/neo4j-maf-provider","neo4j-labs_neo4j-maf-provider","agent_framework","10","1471","2","2026-06-29","Neo4j Context Provider for Microsoft Agent Framework","1","1","1","0","0","0","0","0","0","0","0","0","0","182","0.0","pyan","True","0","100.0","absent","","agent_framework, openai","0","","1","imports_fw_no_call_site","agent_framework","37","0","7","0","0","",""
"microsoft/Sico","microsoft_Sico","agent_framework","44","30930","8","2026-06-19","An open-source Digital Worker platform for reliable execution and continuous co-evolution.","1","1","1","0","8","8","0","8","139","99","3","96","0","6964","0.11","pyan_resilient","True","1","122.1","ok","","agent_framework, openai, mem0","0","","0","","","","","","","","",""
"Azure-Samples/agent-architecture-review-sample","Azure-Samples_agent-architecture-review-sample","agent_framework","88","5252","4","2026-06-12","The Architecture Review Agent is an open-source AI agent sample that reviews software architectures and generates interactive diagrams automatically. ","1","1","1","0","0","0","0","0","0","0","0","0","0","192","0.0","pyan","True","0","85.4","absent","","agent_framework","0","","1","imports_fw_no_call_site","agent_framework","10","0","3","0","0","",""
"aymenfurter/slidefinder","aymenfurter_slidefinder","agent_framework","10","1650","2","2026-05-04","Search & Build Custom Decks from Microsoft Build & Ignite Presentations","1","1","1","0","9","9","0","9","29","12","0","12","0","384","2.34","pyan","True","0","100.3","ok","","agent_framework","0","","0","","","","","","","","",""
