"rank","score","band","full_name","github_url","imported_by","imported_as","importer_examples","declares_package","stage1_framework","owner_matches","desc_keyword","stars","contributors","total_functions","llm_calls","invokers_direct","nd_tests","nd_tests_direct","frameworks_imported","in_scope","framework_suspect","pypi","description","score_breakdown"
"70","2","weak","langchain-ai/deepagents","https://github.com/langchain-ai/deepagents","0","","","","0","langchain_anthropic","","25456","130","24013","384","339","7801","296","langchain_core, langgraph, langchain, langchain_anthropic, langchain_openai, langchain_google_genai, langchain_nvidia_ai_endpoints, langchain_community","","1","","The batteries-included agent harness.","owner_matches:+2"
"71","2","weak","gptme/gptme","https://github.com/gptme/gptme","1","gptme","gptme/gptme-contrib","gptme","0","","","4344","37","14941","9","8","7073","0","anthropic, openai, dspy","","0","","Your agent in your terminal, equipped with local tools: writes code, uses the terminal, browses the web. Make your own persistent autonomous agent on top!","imported_by==1:+1; declares_own_package:+1"
"72","2","weak","nhadaututtheky/neural-memory","https://github.com/nhadaututtheky/neural-memory","1","neural_memory","strangeadvancedmarketing/Adam","neural_memory","0","","","222","7","13045","10","8","5025","0","openai, anthropic, mem0, litellm","","0","","NeuralMemory stores experiences as interconnected neurons and recalls them through spreading activation, mimicking how the human brain works. Instead of searching a database, memories are retrieved th","imported_by==1:+1; declares_own_package:+1"
"73","2","weak","DemonDamon/AgenticX","https://github.com/DemonDamon/AgenticX","0","","","agenticx","0","","sdk","165","2","15593","52","51","3472","0","mem0, openai, agents, litellm, langchain, dashscope, langchain_community, ollama, together, vertexai, langchain_aws, anthropic, groq, langchain_core","","0","","AgenticX is a unified, production-ready multi-agent platform — Python SDK + CLI (agx) + Studio server + Machi desktop app. Features Meta-Agent orchestration, 15+ LLM providers, MCP Hub, hierarchical m","declares_own_package:+1; desc:sdk:+1"
"74","2","weak","griptape-ai/griptape-nodes-engine","https://github.com/griptape-ai/griptape-nodes-engine","0","","","","0","griptape","","80","19","8534","13","12","3362","10","pydantic_ai, griptape","","1","","","owner_matches:+2"
"75","2","weak","nfraxlab/ai-infra","https://github.com/nfraxlab/ai-infra","0","","","ai_infra","0","","sdk","13","4","7915","159","149","3252","123","langchain_core, openai, langgraph, langchain, langchain_openai, cohere, vertexai, replicate, anthropic, langchain_huggingface","","0","","Production-ready AI/ML infrastructure SDK for Python","declares_own_package:+1; desc:sdk:+1"
"76","2","weak","claudlos/hermes-katana","https://github.com/claudlos/hermes-katana","0","","","hermes_katana","0","","toolkit","43","5","7800","7","4","2860","0","openai, anthropic","uncovered","0","","Defense-in-depth security toolkit for LLM agents — taint tracking, proxy secret guard, policy engine, and red-team benchmarking","declares_own_package:+1; desc:toolkit:+1"
"77","2","weak","bibinprathap/VeritasGraph","https://github.com/bibinprathap/VeritasGraph","0","","","veritasgraph_mcp","0","","framework","293","3","8609","15","14","2646","0","openai, agno, graphrag, ollama, litellm, groq, anthropic","","0","","VeritasGraph — open-source Knowledge Graph & GraphRAG framework on GitHub. Build multi-hop reasoning, ontology-aware retrieval, and verifiable attribution over your own data. Nodes, edges, RDF, linked","declares_own_package:+1; desc:framework:+1"
"78","2","weak","areal-project/AReaL","https://github.com/areal-project/AReaL","1","areal","inclusionAI/AWorld","areal","0","","","5336","99","8138","16","16","2076","0","openai, camel, litellm, agents, anthropic, langchain_openai, langchain","","0","","The RL Bridge for LLM-based Agent Applications. Made Simple & Flexible.","imported_by==1:+1; declares_own_package:+1"
"79","2","weak","cuga-project/cuga-agent","https://github.com/cuga-project/cuga-agent","1","cuga","langflow-ai/langflow","cuga","0","","","825","21","5923","191","140","1954","70","langchain_core, langgraph, langchain_openai, langchain_groq, langchain_google_genai, litellm, openai, langchain, langchain_ollama, openlit","","0","","CUGA is an open-source generalist agent harness for the enterprise, supporting complex task execution on web and APIs, OpenAPI/MCP integrations, composable architecture, reasoning modes, and policy-aw","imported_by==1:+1; declares_own_package:+1"
"80","2","weak","UiPath/uipath-langchain-python","https://github.com/UiPath/uipath-langchain-python","0","","","uipath_langchain","0","","sdk","71","57","3942","98","86","1574","39","langchain_core, langgraph, langchain, langchain_anthropic, langchain_openai, openai, langchain_community, langchain_experimental, langchain_aws, langchain_google_genai, agents","","0","","Python SDK that enables developers to build and deploy LangGraph agents to the UiPath Cloud Platform","declares_own_package:+1; desc:sdk:+1"
"81","2","weak","IBM/ibm-watsonx-orchestrate-adk","https://github.com/IBM/ibm-watsonx-orchestrate-adk","1","ibm_watsonx_orchestrate","IBM/oic-i-agentic-ai-tutorials","ibm_watsonx_orchestrate","0","","","162","167","5099","8","8","1540","0","langgraph, langchain_core, langchain_openai, agentops","","0","","The command line client for watsonx Orchestrate's agent builder experience.","imported_by==1:+1; declares_own_package:+1"
"82","2","weak","JohnnyFiv3r/Core-Memory","https://github.com/JohnnyFiv3r/Core-Memory","1","core_memory","modbender/skill-library-mcp","core_memory","0","","","19","7","6074","5","4","1502","0","pydantic_ai, langchain_core","","0","","Drop-in causal memory for AI agents. Append-only event store with associations and bounded memory injection.","imported_by==1:+1; declares_own_package:+1"
"83","2","weak","modelscope/ms-agent","https://github.com/modelscope/ms-agent","0","","","ms_agent","0","","framework","4323","47","5804","17","14","1455","2","openai, mem0, anthropic","","0","","MS-Agent: a lightweight framework to empower agentic execution of complex tasks","declares_own_package:+1; desc:framework:+1"
"84","2","weak","AI-NAtive-I/agent-ros-bridge","https://github.com/AI-NAtive-I/agent-ros-bridge","1","agent_ros_bridge","modbender/skill-library-mcp","agent_ros_bridge","0","","","17","3","5706","8","7","1435","0","langchain, openai, anthropic, langchain_core, langchain_openai","","0","","Universal ROS1/ROS2 bridge for AI agents to control robots and embodied intelligence systems.","imported_by==1:+1; declares_own_package:+1"
"85","2","weak","django-haystack/django-haystack","https://github.com/django-haystack/django-haystack","0","","","","0","haystack","","3740","224","1693","6","6","714","1","haystack","","1","","Modular search for Django","owner_matches:+2"
"86","2","weak","sentient-agi/ROMA","https://github.com/sentient-agi/ROMA","0","","","roma_dspy","0","","framework","5081","3","3431","8","6","708","0","dspy, openai, litellm","","0","","Recursive-Open-Meta-Agent v0.1 (Beta). A meta-agent framework to build high-performance multi-agent systems.","declares_own_package:+1; desc:framework:+1"
"87","2","weak","arieradle/shekel","https://github.com/arieradle/shekel","0","","","shekel","0","","library","16","4","2640","344","265","249","242","openai, anthropic, langgraph, litellm, autogen, agents, crewai, langchain_core, cohere, langchain_openai","","0","","LLM budget control and cost governance for AI agents. Python library for token budgets, usage limits and guardrails for OpenAI, Anthropic, LangChain, LangGraph and agentic systems.","declares_own_package:+1; desc:library:+1"
"88","2","weak","langchain-ai/langchain-google","https://github.com/langchain-ai/langchain-google","0","","","","0","langchain","","390","212","2074","355","248","245","230","langchain_core, langchain_google_vertexai, langchain_google_genai, vertexai, langgraph, langchain, anthropic, langchain_community, langchain_openai, langchain_mistralai","","1","","🦜🔗 LangChain interfaces to Google's suite of AI products (e.g. Gemini & Vertex AI)","owner_matches:+2"
"89","2","weak","langchain-ai/langchain-aws","https://github.com/langchain-ai/langchain-aws","0","","","","0","langchain_anthropic","","330","140","4136","252","197","208","186","langchain_aws, langchain_core, langgraph, langchain, anthropic, langchain_community, langchain_anthropic, langchain_openai","","1","","Build LangChain Applications on AWS","owner_matches:+2"
"90","2","weak","swarm-ai-research/swarm","https://github.com/swarm-ai-research/swarm","0","","","","0","swarm","","35","8","15009","290","275","171","171","swarm, anthropic, openai, langchain_ollama, langchain_openai, langgraph, langchain_anthropic, crewai, swarms, langchain, langchain_core","","1","","SWARM: System-Wide Assessment of Risk in Multi-agent systems","owner_matches:+2"
"91","2","weak","radiantlogicinc/fastworkflow","https://github.com/radiantlogicinc/fastworkflow","0","","","fastworkflow","0","","framework","48","4","4040","0","0","155","0","dspy, litellm","","0","","A framework for building large-scale, deterministic, interactive workflows with a fault-tolerant, conversational UX","declares_own_package:+1; desc:framework:+1"
"92","2","weak","deepset-ai/hayhooks","https://github.com/deepset-ai/hayhooks","1","hayhooks","wsargent/groundedllm","hayhooks","0","","","148","16","1301","35","27","154","0","haystack, openai","","0","","Easily deploy Haystack pipelines as REST APIs and MCP Tools.","imported_by==1:+1; declares_own_package:+1"
"93","2","weak","seanchatmangpt/dslmodel","https://github.com/seanchatmangpt/dslmodel","1","dslmodel","seanchatmangpt/dspygen","dslmodel","0","","","27","2","9409","38","32","135","0","dspy, openai, pydantic_ai, swarm","","0","","Structured outputs from DSPy and Jinja2","imported_by==1:+1; declares_own_package:+1"
"94","2","weak","cvs-health/uqlm","https://github.com/cvs-health/uqlm","0","","","uqlm","0","","python package","1178","24","934","10","6","123","0","langchain_core, langchain_openai","","0","","UQLM: Uncertainty Quantification for Language Models, is a Python package for UQ-based LLM hallucination detection","declares_own_package:+1; desc:python package:+1"
"95","2","weak","SHAdd0WTAka/Zen-Ai-Pentest","https://github.com/SHAdd0WTAka/Zen-Ai-Pentest","0","","","zen_ai_pentest","0","","framework","411","23","36569","13","9","109","0","agents, langchain_core, langgraph, anthropic, openai","","0","","🛡⚔️AI-Powered Penetration Testing Framework with automated vulnerability scanning, multi-agent system, and compliance reporting🛡⚔️","declares_own_package:+1; desc:framework:+1"
"96","2","weak","langchain-ai/langchain-ibm","https://github.com/langchain-ai/langchain-ibm","0","","","","0","langchain_tests","","34","22","552","116","96","101","90","langchain_core, langchain_community, langchain_huggingface, langchain","","1","","","owner_matches:+2"
"97","2","weak","Trampoline-AI/predict-rlm","https://github.com/Trampoline-AI/predict-rlm","1","predict_rlm","mutx-dev/mutx-dev","predict_rlm","0","","","407","4","3998","58","52","98","42","dspy, litellm, openai","","0","","Production focused Self-harnessed LM runtime (RLM) that allows the LM to call its sub-lm with DSPy signatures. Define your inputs, outputs, and tools — the model handles its own control flow. Get full","imported_by==1:+1; declares_own_package:+1"
"98","2","weak","slimeslab/ComProScanner","https://github.com/slimeslab/ComProScanner","0","","","comproscanner","0","","python package","16","2","1216","18","16","87","0","crewai, langchain, langchain_openai, langchain_core, langchain_community, litellm, langgraph, langchain_cohere, langchain_ollama, langchain_anthropic, langchain_deepseek, langchain_together, langchain_openrouter, langchain_google_genai, langchain_fireworks, openai","","0","","A python package for extracting composition-property data from scientific articles for building databases","declares_own_package:+1; desc:python package:+1"
"99","2","weak","enoch3712/ExtractThinker","https://github.com/enoch3712/ExtractThinker","0","","","extract_thinker","0","","library","1577","7","724","2","2","63","0","litellm, pydantic_ai, openai","","0","","ExtractThinker is a Document Intelligence library for LLMs, offering ORM-style interaction for flexible and powerful document workflows.","declares_own_package:+1; desc:library:+1"
"100","2","weak","shibing624/agentica","https://github.com/shibing624/agentica","0","","","agentica","0","","framework","320","5","7548","14","11","63","0","openai, anthropic, litellm, ollama, zhipuai, langchain_core, cohere, langchain_openai, langchain_community","","0","","Agentica: Lightweight async-first Python framework for AI agents. 轻量级异步优先的AI Agent框架，支持工具调用、RAG、多智能体和MCP。","declares_own_package:+1; desc:framework:+1"
"101","2","weak","youware-labs/pai-agent-sdk","https://github.com/youware-labs/pai-agent-sdk","0","","","pai_agent_sdk","0","","framework","23","2","2133","10","10","63","0","pydantic_ai, anthropic","","0","","Application framework for building AI agents with Pydantic AI. Used to build the next-generation agent system of YouWare.","declares_own_package:+1; desc:framework:+1"
"102","2","weak","0ca/BoxPwnr","https://github.com/0ca/BoxPwnr","0","","","boxpwnr","0","","framework","428","4","1678","7","7","62","3","langchain_core, openai, langchain, langchain_anthropic, langchain_community, langchain_openai, anthropic","","0","","A modular framework for benchmarking LLMs and agentic strategies on security challenges across HackTheBox, TryHackMe, PortSwigger Labs, Cybench, picoCTF and more.","declares_own_package:+1; desc:framework:+1"
"103","2","weak","Qredence/agentic-fleet","https://github.com/Qredence/agentic-fleet","0","","","agentic_fleet","0","","framework","104","9","1899","41","30","60","8","agent_framework, dspy, openai, litellm","","0","","Adaptive Agentic AI Reasoning using Microsoft Agent Framework -- Join the Discord for suggestion or support !  https://discord.gg/ebgy7gtZHK","declares_own_package:+1; desc:framework:+1"
"104","2","weak","themanojdesai/python-a2a","https://github.com/themanojdesai/python-a2a","0","","","python_a2a","0","","library","997","6","1507","64","24","47","0","openai, langchain, langchain_core, langchain_openai, anthropic, langchain_community","","0","","Python A2A is a powerful, easy-to-use library for implementing Google's [Agent-to-Agent (A2A) protocol](https://google.github.io/A2A/). It enables seamless communication between AI agents, creating in","declares_own_package:+1; desc:library:+1"
